,item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
4899,FDI19,15.100000381469727,Low Fat,0.052085615,Meat,242.8511962890625,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288
4900,FDQ56,6.590000152587891,Low Fat,0.105085956,Fruits and Vegetables,82.39080047607422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
4901,DRM37,15.350000381469727,LF,0.095931002,Soft Drinks,198.57679748535156,OUT027,1985,Medium,Tier 3,Supermarket Type3,6897.688
4902,NCZ17,12.149999618530273,Low Fat,0.079046992,Health and Hygiene,39.85060119628906,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734
4903,FDA04,11.300000190734863,Regular,0.066406853,Frozen Foods,259.79620361328125,OUT027,1985,Medium,Tier 3,Supermarket Type3,5697.9164
4904,DRG49,7.809999942779541,Low Fat,0.067128641,Soft Drinks,242.84860229492188,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804
4905,FDR51,9.03499984741211,Regular,0.172629683,Meat,148.47079467773438,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77
4906,NCF19,13.0,Low Fat,0.061470858,Household,48.60340118408203,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
4907,FDQ03,15.0,Regular,0.136592891,Meat,238.02479553222656,OUT019,1985,Small,Tier 1,Grocery Store,711.0744
4908,FDR46,16.850000381469727,Low Fat,0.244102315,Snack Foods,148.0760040283203,OUT019,1985,Small,Tier 1,Grocery Store,146.476
4909,FDP23,6.710000038146973,Low Fat,0.035414528,Breads,218.2165985107422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822
4910,FDE16,8.895000457763672,Low Fat,0.046124444,Frozen Foods,206.79539489746094,OUT019,1985,Small,Tier 1,Grocery Store,833.5816
4911,NCI54,15.199999809265137,LF,0.058827583,Household,110.49120330810547,OUT019,1985,Small,Tier 1,Grocery Store,436.7648
4912,FDZ20,16.100000381469727,Low Fat,0.0,Fruits and Vegetables,253.0355987548828,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102
4913,FDW38,5.324999809265137,Regular,0.0,Dairy,55.9297981262207,OUT019,1985,Small,Tier 1,Grocery Store,107.8596
4914,FDY33,14.5,Regular,0.096730427,Snack Foods,159.0261993408203,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.6694
4915,NCX05,15.199999809265137,Low Fat,0.169943195,Health and Hygiene,116.24919891357422,OUT019,1985,Small,Tier 1,Grocery Store,115.8492
4916,FDZ50,12.800000190734863,Regular,0.0,Dairy,184.26080322265625,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064
4917,DRH51,17.600000381469727,Low Fat,0.0,Dairy,89.18560028076172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
4918,FDN20,19.350000381469727,Low Fat,0.026055106,Fruits and Vegetables,169.54739379882812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185
4919,FDK15,10.800000190734863,Low Fat,0.097937252,Meat,98.9041976928711,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21
4920,FDS01,11.600000381469727,Low Fat,0.031069203,Canned,179.66859436035156,OUT019,1985,Small,Tier 1,Grocery Store,177.7686
4921,FDW34,9.600000381469727,Low Fat,0.062294473,Snack Foods,242.41700744628906,OUT019,1985,Small,Tier 1,Grocery Store,486.034
4922,FDL20,17.100000381469727,Low Fat,0.224837308,Fruits and Vegetables,112.7885971069336,OUT019,1985,Small,Tier 1,Grocery Store,222.3772
4923,NCB31,6.235000133514404,Low Fat,0.118099673,Household,262.8909912109375,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
4924,FDR46,16.850000381469727,Low Fat,0.138742518,Snack Foods,147.4759979248047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948
4925,FDW55,12.600000381469727,Regular,0.021863506,Fruits and Vegetables,247.0092010498047,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.2024
4926,NCT29,12.600000381469727,Low Fat,0.063800266,Health and Hygiene,123.04139709472656,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732
4927,NCM18,13.0,Low Fat,0.082440705,Household,61.319400787353516,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402
4928,FDE45,12.100000381469727,Low Fat,0.070660449,Fruits and Vegetables,180.40020751953125,OUT019,1985,Small,Tier 1,Grocery Store,716.4008
4929,FDC04,15.600000381469727,Low Fat,0.078764059,Dairy,241.38540649414062,OUT019,1985,Small,Tier 1,Grocery Store,483.3708
4930,FDP24,20.600000381469727,Low Fat,0.082602127,Baking Goods,120.97560119628906,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.6192
4931,FDL09,19.600000381469727,Regular,0.22417463,Snack Foods,168.88160705566406,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
4932,FDE16,8.895000457763672,Low Fat,0.026216144,Frozen Foods,207.59539794921875,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528
4933,FDT22,10.395000457763672,Low Fat,0.111554381,Snack Foods,59.821998596191406,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
4934,FDF16,7.300000190734863,Low Fat,0.085715273,Frozen Foods,146.60760498046875,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912
4935,FDG33,5.364999771118164,Regular,0.245542627,Seafood,172.27639770507812,OUT019,1985,Small,Tier 1,Grocery Store,171.7764
4936,FDD52,18.25,Regular,0.182407266,Dairy,109.15699768066406,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569
4937,FDD16,20.5,Low Fat,0.063649582,Frozen Foods,74.76959991455078,OUT019,1985,Small,Tier 1,Grocery Store,74.5696
4938,FDH32,12.800000190734863,Low Fat,0.075691713,Fruits and Vegetables,98.24099731445312,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443
4939,FDD50,18.850000381469727,Low Fat,0.14095631,Canned,167.71319580078125,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036
4940,FDW20,20.75,Low Fat,0.024032484,Fruits and Vegetables,124.9729995727539,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46
4941,FDT55,13.600000381469727,Regular,0.043443753,Fruits and Vegetables,158.19459533691406,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624
4942,FDG29,17.600000381469727,Low Fat,0.056019324,Frozen Foods,40.0453987121582,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454
4943,FDA16,6.695000171661377,Low Fat,0.033777629,Frozen Foods,222.84559631347656,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592
4944,NCQ06,13.0,Low Fat,0.073229342,Household,254.1013946533203,OUT019,1985,Small,Tier 1,Grocery Store,255.0014
4945,FDG16,15.25,Low Fat,0.157257637,Frozen Foods,215.01919555664062,OUT019,1985,Small,Tier 1,Grocery Store,1078.596
4946,FDZ40,8.9350004196167,Low Fat,0.039988162,Frozen Foods,55.729801177978516,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662
4947,NCM17,7.929999828338623,Low Fat,0.070791391,Health and Hygiene,46.408599853515625,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.387
4948,NCX30,16.700000762939453,LF,0.046609281,Household,248.67759704589844,OUT019,1985,Small,Tier 1,Grocery Store,495.3552
4949,FDL12,15.850000381469727,Regular,0.121043709,Baking Goods,59.422000885009766,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596
4950,FDW11,12.600000381469727,Low Fat,0.048545853,Breads,60.11940002441406,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492
4951,FDZ59,6.630000114440918,Regular,0.182128363,Baking Goods,165.64999389648438,OUT019,1985,Small,Tier 1,Grocery Store,665.8
4952,FDB57,20.25,Regular,0.01871404,Fruits and Vegetables,223.47720336914062,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704
4953,DRP35,18.850000381469727,Low Fat,0.159096908,Hard Drinks,129.33360290527344,OUT019,1985,Small,Tier 1,Grocery Store,127.8336
4954,FDI46,9.5,Low Fat,0.073985248,Snack Foods,252.57240295410156,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412
4955,DRC25,5.730000019073486,Low Fat,0.079440262,Soft Drinks,86.78820037841797,OUT019,1985,Small,Tier 1,Grocery Store,85.8882
4956,FDP25,15.199999809265137,Low Fat,0.02110482,Canned,217.0823974609375,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544
4957,NCY05,13.5,Low Fat,0.054723717,Health and Hygiene,36.687400817871094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.622
4958,FDP25,15.199999809265137,low fat,0.037131628,Canned,216.48240661621094,OUT019,1985,Small,Tier 1,Grocery Store,218.3824
4959,NCL05,19.600000381469727,Low Fat,0.083862625,Health and Hygiene,44.07699966430664,OUT019,1985,Small,Tier 1,Grocery Store,216.385
4960,FDC28,7.90500020980835,Low Fat,0.0,Frozen Foods,109.92539978027344,OUT019,1985,Small,Tier 1,Grocery Store,108.5254
4961,FDI57,19.850000381469727,Low Fat,0.053764023,Seafood,195.77679443359375,OUT027,1985,Medium,Tier 3,Supermarket Type3,3547.3824
4962,DRL11,10.5,low fat,0.04778563,Hard Drinks,156.5946044921875,OUT027,1985,Medium,Tier 3,Supermarket Type3,3787.0704
4963,FDX21,7.050000190734863,Low Fat,0.148764535,Snack Foods,111.19120025634766,OUT019,1985,Small,Tier 1,Grocery Store,109.1912
4964,FDL38,13.800000190734863,Regular,0.014661762,Canned,89.11720275878906,OUT027,1985,Medium,Tier 3,Supermarket Type3,2319.6472
4965,FDY09,15.600000381469727,Low Fat,0.044122209,Snack Foods,173.80540466308594,OUT019,1985,Small,Tier 1,Grocery Store,175.1054
4966,FDU36,6.150000095367432,Low Fat,0.081014461,Baking Goods,98.8384017944336,OUT019,1985,Small,Tier 1,Grocery Store,492.692
4967,FDZ33,10.194999694824219,Low Fat,0.106876976,Snack Foods,146.7075958251953,OUT027,1985,Medium,Tier 3,Supermarket Type3,3842.9976
4968,FDJ56,8.984999656677246,Low Fat,0.32111501,Fruits and Vegetables,100.7699966430664,OUT019,1985,Small,Tier 1,Grocery Store,199.74
4969,FDC10,9.800000190734863,Regular,0.127599399,Snack Foods,118.90979766845703,OUT019,1985,Small,Tier 1,Grocery Store,120.5098
4970,FDW36,11.149999618530273,Low Fat,0.099681705,Baking Goods,107.46219635009766,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
4971,FDA10,20.350000381469727,LF,0.248301532,Snack Foods,124.1072006225586,OUT019,1985,Small,Tier 1,Grocery Store,245.0144
4972,FDZ58,17.850000381469727,Low Fat,0.091354948,Snack Foods,122.30719757080078,OUT019,1985,Small,Tier 1,Grocery Store,122.5072
4973,FDE33,19.350000381469727,Regular,0.086905536,Fruits and Vegetables,78.8644027709961,OUT019,1985,Small,Tier 1,Grocery Store,314.2576
4974,FDW56,7.679999828338623,Low Fat,0.070556945,Fruits and Vegetables,191.21620178222656,OUT027,1985,Medium,Tier 3,Supermarket Type3,7504.2318
4975,FDW36,11.149999618530273,LF,0.056656942,Baking Goods,106.26219940185547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2328.9684
4976,FDH21,10.395000457763672,Low Fat,0.054670967,Seafood,158.660400390625,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
4977,FDR12,12.600000381469727,Regular,0.055213281,Baking Goods,172.4763946533203,OUT019,1985,Small,Tier 1,Grocery Store,687.1056
4978,NCL05,19.600000381469727,Low Fat,0.047665717,Health and Hygiene,42.176998138427734,OUT027,1985,Medium,Tier 3,Supermarket Type3,1255.033
4979,NCZ54,14.649999618530273,Low Fat,0.082955719,Household,164.05520629882812,OUT027,1985,Medium,Tier 3,Supermarket Type3,5523.4768
4980,FDD29,12.149999618530273,Low Fat,0.018321361,Frozen Foods,255.3697967529297,OUT027,1985,Medium,Tier 3,Supermarket Type3,4819.7262
4981,FDJ10,5.09499979019165,Regular,0.128876537,Snack Foods,139.18380737304688,OUT027,1985,Medium,Tier 3,Supermarket Type3,4916.933
4982,DRK49,14.149999618530273,LF,0.0,Soft Drinks,40.51380157470703,OUT019,1985,Small,Tier 1,Grocery Store,40.6138
4983,FDW32,18.350000381469727,Regular,0.165101585,Fruits and Vegetables,87.78820037841797,OUT019,1985,Small,Tier 1,Grocery Store,515.3292
4984,FDK57,,Low Fat,0.079904068,Snack Foods,120.04399871826172,OUT027,1985,Medium,Tier 3,Supermarket Type3,4434.228
4985,FDL39,16.100000381469727,Regular,0.06302467,Dairy,181.63180541992188,OUT027,1985,Medium,Tier 3,Supermarket Type3,1263.0226
4986,FDK08,9.194999694824219,Regular,0.121712459,Fruits and Vegetables,101.20159912109375,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416
4987,FDH52,9.420000076293945,Regular,0.076868664,Frozen Foods,62.11940002441406,OUT019,1985,Small,Tier 1,Grocery Store,123.8388
4988,NCB31,6.235000133514404,Low Fat,0.207783483,Household,262.2909851074219,OUT019,1985,Small,Tier 1,Grocery Store,525.982
4989,FDW27,5.860000133514404,Regular,0.150122794,Meat,154.53140258789062,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.1826
4990,FDW49,19.5,Low Fat,0.082152451,Canned,179.90020751953125,OUT027,1985,Medium,Tier 3,Supermarket Type3,4119.3046
4991,FDB58,10.5,Regular,0.02363057,Snack Foods,141.71539306640625,OUT019,1985,Small,Tier 1,Grocery Store,425.4462
4992,NCO54,19.5,low fat,0.024992442,Household,53.661399841308594,OUT019,1985,Small,Tier 1,Grocery Store,165.7842
4993,NCK06,5.03000020980835,Low Fat,0.008604657,Household,123.17559814453125,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756
4994,FDW39,6.690000057220459,Regular,0.036731658,Meat,177.23699951171875,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799
4995,NCQ42,20.350000381469727,Low Fat,0.068753558,Household,127.9677963256836,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
4996,FDM14,13.800000190734863,Low Fat,0.013199737,Canned,108.92539978027344,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.135
4997,NCV06,11.300000190734863,Low Fat,0.066358426,Household,195.247802734375,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.6686
4998,DRF25,9.0,Low Fat,0.038736754,Soft Drinks,37.319000244140625,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.665
4999,DRJ47,18.25,Low Fat,0.04403602,Hard Drinks,173.30799865722656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.212
5000,FDZ43,11.0,Regular,0.056782237,Fruits and Vegetables,241.25120544433594,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408
5001,FDW26,11.800000190734863,Regular,0.106538757,Dairy,222.377197265625,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404
5002,FDQ12,12.649999618530273,Low Fat,0.061999648,Baking Goods,230.00100708007812,OUT019,1985,Small,Tier 1,Grocery Store,689.103
5003,FDV46,18.200000762939453,Low Fat,0.022074764,Snack Foods,141.41799926757812,OUT019,1985,Small,Tier 1,Grocery Store,559.272
5004,FDM28,15.699999809265137,Low Fat,0.079146113,Frozen Foods,181.46600341796875,OUT019,1985,Small,Tier 1,Grocery Store,179.766
5005,NCT17,10.800000190734863,Low Fat,0.041663111,Health and Hygiene,188.62139892578125,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.4848
5006,NCY29,13.649999618530273,Low Fat,0.135226962,Health and Hygiene,56.292999267578125,OUT019,1985,Small,Tier 1,Grocery Store,113.186
5007,FDA38,5.440000057220459,Low Fat,0.04461205,Dairy,241.15379333496094,OUT019,1985,Small,Tier 1,Grocery Store,480.7076
5008,FDW21,5.340000152587891,Regular,0.005935001,Snack Foods,98.83580017089844,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.716
5009,FDG44,6.130000114440918,Low Fat,0.0,Fruits and Vegetables,55.729801177978516,OUT027,1985,Medium,Tier 3,Supermarket Type3,2804.3496
5010,FDQ36,7.855000019073486,Regular,0.0,Baking Goods,38.18479919433594,OUT019,1985,Small,Tier 1,Grocery Store,37.2848
5011,FDE41,9.194999694824219,reg,0.0,Frozen Foods,83.75659942626953,OUT019,1985,Small,Tier 1,Grocery Store,253.6698
5012,NCO42,21.25,Low Fat,0.024536199,Household,144.61019897460938,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652
5013,FDL20,17.100000381469727,Low Fat,0.127792701,Fruits and Vegetables,111.1885986328125,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.544
5014,NCZ53,9.600000381469727,Low Fat,0.024358634,Health and Hygiene,190.42140197753906,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642
5015,NCB18,19.600000381469727,Low Fat,0.041091215,Household,89.55139923095703,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532
5016,FDZ45,14.100000381469727,Low Fat,0.117091213,Snack Foods,197.9084014892578,OUT019,1985,Small,Tier 1,Grocery Store,992.042
5017,FDU55,16.200000762939453,Low Fat,0.035737373,Fruits and Vegetables,260.6278076171875,OUT027,1985,Medium,Tier 3,Supermarket Type3,9371.8008
5018,FDO25,6.300000190734863,Low Fat,0.126831854,Canned,209.02699279785156,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.994
5019,FDF40,20.25,Regular,0.03941584,Dairy,247.8092041015625,OUT019,1985,Small,Tier 1,Grocery Store,498.0184
5020,FDR55,12.149999618530273,Regular,0.131443921,Fruits and Vegetables,189.18719482421875,OUT027,1985,Medium,Tier 3,Supermarket Type3,5294.4416
5021,NCS06,7.934999942779541,Low Fat,0.055566935,Household,263.59100341796875,OUT019,1985,Small,Tier 1,Grocery Store,262.991
5022,FDT09,15.149999618530273,Regular,0.012203915,Snack Foods,133.2283935546875,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.3372
5023,FDL52,6.635000228881836,Regular,0.04586701,Frozen Foods,37.950599670410156,OUT027,1985,Medium,Tier 3,Supermarket Type3,910.8144
5024,FDK02,12.5,Low Fat,0.196490902,Canned,120.54399871826172,OUT019,1985,Small,Tier 1,Grocery Store,479.376
5025,FDQ25,8.630000114440918,Regular,0.028139761,Canned,173.74220275878906,OUT027,1985,Medium,Tier 3,Supermarket Type3,3621.2862
5026,NCI31,20.0,Low Fat,0.080933328,Others,37.51900100708008,OUT027,1985,Medium,Tier 3,Supermarket Type3,842.237
5027,NCJ42,19.75,Low Fat,0.025039776,Household,102.73320007324219,OUT019,1985,Small,Tier 1,Grocery Store,410.1328
5028,FDH10,21.0,Low Fat,0.086326707,Snack Foods,192.64779663085938,OUT019,1985,Small,Tier 1,Grocery Store,387.4956
5029,FDY47,8.600000381469727,Regular,0.054220618,Breads,129.13099670410156,OUT027,1985,Medium,Tier 3,Supermarket Type3,4933.578
5030,FDU38,10.800000190734863,Low Fat,0.082150145,Dairy,192.9503936767578,OUT027,1985,Medium,Tier 3,Supermarket Type3,7478.2656
5031,FDV09,12.100000381469727,Low Fat,0.036012919,Snack Foods,148.07339477539062,OUT019,1985,Small,Tier 1,Grocery Store,593.8936
5032,FDG40,13.649999618530273,Low Fat,0.039631495,Frozen Foods,31.955799102783203,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.7182
5033,FDY21,15.100000381469727,LF,0.30374337,Snack Foods,196.01100158691406,OUT019,1985,Small,Tier 1,Grocery Store,589.233
5034,FDO23,17.850000381469727,Low Fat,0.14571827,Breads,94.34359741210938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2269.0464
5035,FDH09,12.600000381469727,Low Fat,0.055806016,Seafood,52.498199462890625,OUT027,1985,Medium,Tier 3,Supermarket Type3,1209.7586
5036,FDC57,20.100000381469727,Regular,0.095587976,Fruits and Vegetables,193.98199462890625,OUT019,1985,Small,Tier 1,Grocery Store,579.246
5037,FDQ27,5.190000057220459,Regular,0.077480627,Meat,101.39900207519531,OUT019,1985,Small,Tier 1,Grocery Store,206.398
5038,FDE32,20.700000762939453,Low Fat,0.048522793,Fruits and Vegetables,39.65060043334961,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662
5039,FDN02,16.5,Low Fat,0.073470234,Canned,205.36380004882812,OUT027,1985,Medium,Tier 3,Supermarket Type3,5383.6588
5040,FDC02,21.350000381469727,Low Fat,0.068489201,Canned,259.3277893066406,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448
5041,DRI23,18.850000381469727,Low Fat,0.136532569,Hard Drinks,159.65780639648438,OUT027,1985,Medium,Tier 3,Supermarket Type3,2888.2404
5042,FDG46,8.630000114440918,Regular,0.057620562,Snack Foods,115.45179748535156,OUT019,1985,Small,Tier 1,Grocery Store,113.8518
5043,NCJ05,18.700000762939453,LF,0.045865089,Health and Hygiene,152.36819458007812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.023
5044,FDU01,20.25,Regular,0.021002171,Canned,185.19239807128906,OUT019,1985,Small,Tier 1,Grocery Store,555.2772
5045,FDE10,6.670000076293945,Regular,0.089512542,Snack Foods,133.16259765625,OUT027,1985,Medium,Tier 3,Supermarket Type3,3672.5528
5046,NCK05,20.100000381469727,Low Fat,0.135612397,Health and Hygiene,61.15359878540039,OUT019,1985,Small,Tier 1,Grocery Store,61.2536
5047,DRG23,8.880000114440918,Low Fat,0.086360962,Hard Drinks,151.26820373535156,OUT027,1985,Medium,Tier 3,Supermarket Type3,2439.4912
5048,FDV07,9.5,Low Fat,0.031131455,Fruits and Vegetables,111.02279663085938,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612
5049,FDV38,19.25,Low Fat,0.101281,Dairy,55.09560012817383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020.0372
5050,DRJ24,11.800000190734863,Low Fat,0.198424841,Soft Drinks,185.2924041748047,OUT019,1985,Small,Tier 1,Grocery Store,370.1848
5051,FDA02,14.0,Regular,0.029578726,Dairy,143.57859802246094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3756.4436
5052,FDH33,12.850000381469727,LF,0.213125482,Snack Foods,44.94279861450195,OUT019,1985,Small,Tier 1,Grocery Store,175.7712
5053,DRG48,5.78000020980835,Low Fat,0.014484582,Soft Drinks,143.9102020263672,OUT027,1985,Medium,Tier 3,Supermarket Type3,3062.0142
5054,FDU01,20.25,Regular,0.011937183,Canned,184.7924041748047,OUT027,1985,Medium,Tier 3,Supermarket Type3,4442.2176
5055,FDE08,18.200000762939453,Low Fat,0.086352403,Fruits and Vegetables,149.87339782714844,OUT019,1985,Small,Tier 1,Grocery Store,445.4202
5056,NCM07,9.395000457763672,Low Fat,0.03976832,Others,83.99079895019531,OUT027,1985,Medium,Tier 3,Supermarket Type3,2348.9424
5057,FDY35,17.600000381469727,Regular,0.015950066,Breads,47.74020004272461,OUT027,1985,Medium,Tier 3,Supermarket Type3,1975.4286
5058,FDS28,8.180000305175781,Regular,0.082002559,Frozen Foods,59.2588005065918,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.2112
5059,FDR23,15.850000381469727,Low Fat,0.143199389,Breads,175.83700561523438,OUT019,1985,Small,Tier 1,Grocery Store,352.874
5060,FDA47,10.5,Regular,0.116108797,Baking Goods,164.12100219726562,OUT027,1985,Medium,Tier 3,Supermarket Type3,6035.477
5061,FDC45,17.0,Low Fat,0.237651344,Fruits and Vegetables,170.21060180664062,OUT019,1985,Small,Tier 1,Grocery Store,171.1106
5062,NCA06,20.5,Low Fat,0.142589751,Household,35.91899871826172,OUT027,1985,Medium,Tier 3,Supermarket Type3,585.904
5063,FDD05,19.350000381469727,Low Fat,0.029084548,Frozen Foods,122.00980377197266,OUT019,1985,Small,Tier 1,Grocery Store,361.5294
5064,NCE54,20.700000762939453,Low Fat,0.026769592,Household,77.035400390625,OUT027,1985,Medium,Tier 3,Supermarket Type3,2332.2974
5065,DRJ59,11.649999618530273,Low Fat,0.0,Hard Drinks,39.01639938354492,OUT027,1985,Medium,Tier 3,Supermarket Type3,1042.6428
5066,DRH13,8.574999809265137,Low Fat,0.041821227,Soft Drinks,107.62799835205078,OUT019,1985,Small,Tier 1,Grocery Store,213.056
5067,DRK35,8.364999771118164,Low Fat,0.071498575,Hard Drinks,37.7505989074707,OUT027,1985,Medium,Tier 3,Supermarket Type3,796.9626
5068,NCI54,15.199999809265137,Low Fat,0.033436336,Household,107.39119720458984,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.3536
5069,FDL04,19.0,Low Fat,0.111381428,Frozen Foods,106.76219940185547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2964.1416
5070,FDU21,11.800000190734863,Regular,0.076348933,Snack Foods,32.85580062866211,OUT027,1985,Medium,Tier 3,Supermarket Type3,713.0718
5071,DRZ24,7.534999847412109,Low Fat,0.0,Soft Drinks,121.04399871826172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2396.88
5072,FDQ12,12.649999618530273,Low Fat,0.03523927,Baking Goods,231.6009979248047,OUT027,1985,Medium,Tier 3,Supermarket Type3,5972.226
5073,DRB25,12.300000190734863,Low Fat,0.06912336,Soft Drinks,106.09380340576172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787.0388
5074,FDX03,15.850000381469727,Regular,0.060800116,Meat,44.47439956665039,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.6648
5075,FDG02,7.855000019073486,Low Fat,0.011206632,Canned,191.41879272460938,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948
5076,FDV21,11.5,Low Fat,0.170254469,Snack Foods,124.87039947509766,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.8968
5077,FDM56,16.700000762939453,low fat,0.069851683,Fruits and Vegetables,110.99120330810547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944
5078,FDU21,11.800000190734863,Regular,0.134327613,Snack Foods,35.05580139160156,OUT019,1985,Small,Tier 1,Grocery Store,33.9558
5079,DRY23,9.395000457763672,Regular,0.108568067,Soft Drinks,42.91120147705078,OUT027,1985,Medium,Tier 3,Supermarket Type3,809.6128
5080,FDZ52,19.200000762939453,Low Fat,0.099589909,Frozen Foods,109.1885986328125,OUT027,1985,Medium,Tier 3,Supermarket Type3,4225.1668
5081,FDL16,12.850000381469727,Low Fat,0.294939214,Frozen Foods,47.10599899291992,OUT019,1985,Small,Tier 1,Grocery Store,139.818
5082,FDG60,20.350000381469727,Low Fat,0.060405784,Baking Goods,234.5615997314453,OUT027,1985,Medium,Tier 3,Supermarket Type3,6796.4864
5083,FDQ13,11.100000381469727,Low Fat,0.018632082,Canned,82.99079895019531,OUT019,1985,Small,Tier 1,Grocery Store,503.3448
5084,FDA36,5.985000133514404,Low Fat,0.005638944,Baking Goods,184.99240112304688,OUT027,1985,Medium,Tier 3,Supermarket Type3,3146.5708
5085,FDQ34,10.850000381469727,LF,0.284065879,Snack Foods,105.56220245361328,OUT019,1985,Small,Tier 1,Grocery Store,211.7244
5086,FDJ55,12.800000190734863,Regular,0.023417004,Meat,223.84039306640625,OUT027,1985,Medium,Tier 3,Supermarket Type3,7201.2928
5087,FDV51,16.350000381469727,Low Fat,0.032381325,Meat,166.1842041015625,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.8786
5088,FDP11,15.850000381469727,Low Fat,0.068765925,Breads,216.91659545898438,OUT027,1985,Medium,Tier 3,Supermarket Type3,4354.332
5089,NCN43,12.149999618530273,Low Fat,0.006727008,Others,125.1729965209961,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.498
5090,FDF20,12.850000381469727,Low Fat,0.033059299,Fruits and Vegetables,196.476806640625,OUT027,1985,Medium,Tier 3,Supermarket Type3,6306.4576
